Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Month,Profit_Margin
303,52,-14,2013-09-16,509,73,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-4,125,Colorado,40,70,10,110,77,Decaf,9,-0.032
720,59,-8,2013-09-17,411,79,Major Market,Central,19,Leaves,Herbal Tea,Mint,32,138,Colorado,50,70,40,120,47,Decaf,9,0.2318840579710145
713,59,-8,2013-09-18,411,79,Major Market,South,19,Leaves,Herbal Tea,Chamomile,32,138,Texas,50,70,40,120,47,Decaf,9,0.2318840579710145
718,50,-3,2013-09-19,589,73,Major Market,East,14,Leaves,Tea,Green Tea,47,123,New York,50,70,50,120,26,Regular,9,0.3821138211382114
860,53,-14,2013-09-20,380,71,Small Market,East,17,Beans,Espresso,Decaf Espresso,26,124,Connecticut,50,70,40,120,45,Decaf,9,0.20967741935483872
435,54,2,2013-09-21,885,78,Small Market,West,15,Beans,Espresso,Decaf Espresso,52,132,Utah,50,70,50,120,26,Decaf,9,0.3939393939393939
505,43,-10,2013-09-22,452,66,Small Market,South,14,Beans,Coffee,Colombian,20,109,New Mexico,50,70,30,120,46,Regular,9,0.1834862385321101
504,61,-9,2013-09-23,-906,86,Small Market,South,55,Beans,Espresso,Caffe Latte,1,147,Louisiana,40,70,10,110,85,Regular,9,0.006802721088435374
541,55,-14,2013-09-24,410,69,Small Market,West,20,Beans,Espresso,Caffe Latte,16,124,Oregon,50,70,30,120,53,Regular,9,0.12903225806451613
860,82,8,2013-09-25,601,102,Small Market,East,31,Leaves,Herbal Tea,Lemon,38,184,Connecticut,60,70,30,130,64,Decaf,9,0.20652173913043478
715,61,2,2013-09-26,613,86,Small Market,Central,55,Leaves,Tea,Earl Grey,2,147,Wisconsin,50,70,0,120,84,Regular,9,0.013605442176870748
425,53,-1,2013-09-27,321,88,Small Market,West,16,Leaves,Tea,Darjeeling,49,141,Washington,30,70,50,100,39,Regular,9,0.3475177304964539
419,47,-16,2013-09-28,521,65,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,40,70,10,110,71,Decaf,9,-0.05357142857142857
513,54,-11,2013-09-29,424,73,Major Market,Central,17,Beans,Coffee,Amaretto,29,127,Ohio,50,70,40,120,44,Regular,9,0.2283464566929134
512,67,17,2013-09-30,-1239,101,Major Market,South,22,Beans,Espresso,Caffe Latte,47,168,Texas,50,70,30,120,54,Regular,9,0.27976190476190477
309,54,3,2013-10-01,601,79,Major Market,Central,15,Leaves,Tea,Darjeeling,53,133,Illinois,40,70,50,110,26,Regular,10,0.39849624060150374
816,63,-4,2013-10-02,1075,76,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,60,70,40,130,40,Decaf,10,0.2589928057553957
959,49,-19,2013-10-03,392,65,Small Market,East,16,Beans,Espresso,Decaf Espresso,21,114,Connecticut,40,70,40,110,44,Decaf,10,0.18421052631578946
435,50,-3,2013-10-04,898,73,Small Market,West,14,Beans,Espresso,Decaf Espresso,47,123,Utah,40,70,50,110,26,Decaf,10,0.3821138211382114
603,52,-13,2013-10-05,327,75,Small Market,East,16,Beans,Coffee,Amaretto,37,127,New Hampshire,40,70,50,110,38,Regular,10,0.29133858267716534
475,55,-12,2013-10-06,627,76,Small Market,East,49,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,50,70,10,120,78,Regular,10,-0.015267175572519083
603,49,-14,2013-10-07,335,69,Small Market,East,44,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,40,70,10,110,73,Regular,10,-0.03389830508474576
503,41,-19,2013-10-08,482,57,Small Market,West,13,Beans,Coffee,Colombian,1,98,Oregon,40,70,20,110,56,Regular,10,0.01020408163265306
503,54,-12,2013-10-09,424,73,Small Market,West,17,Beans,Espresso,Caffe Mocha,28,127,Oregon,50,70,40,120,45,Regular,10,0.2204724409448819
405,65,2,2013-10-10,403,80,Small Market,South,24,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,60,70,20,130,58,Decaf,10,0.15172413793103448
435,52,-4,2013-10-11,327,75,Small Market,West,16,Leaves,Herbal Tea,Chamomile,36,127,Utah,40,70,40,110,39,Decaf,10,0.28346456692913385
801,48,-12,2013-10-12,462,74,Small Market,West,15,Leaves,Herbal Tea,Lemon,28,122,Utah,40,70,40,110,46,Decaf,10,0.22950819672131148
425,49,-4,2013-10-13,845,71,Small Market,West,13,Leaves,Herbal Tea,Lemon,46,120,Washington,40,70,50,110,25,Decaf,10,0.38333333333333336
860,50,-3,2013-10-14,898,73,Small Market,East,14,Leaves,Tea,Darjeeling,47,123,Connecticut,50,70,50,120,26,Regular,10,0.3821138211382114
234,51,-37,2013-10-15,503,71,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,40,70,30,110,76,Decaf,10,-0.05384615384615385
614,52,-21,2013-10-16,405,71,Major Market,Central,17,Beans,Coffee,Amaretto,39,131,Ohio,40,70,60,110,45,Regular,10,0.29770992366412213
937,43,-18,2013-10-17,419,64,Major Market,Central,13,Beans,Coffee,Colombian,42,114,Ohio,30,70,60,100,36,Regular,10,0.3684210526315789
774,51,-46,2013-10-18,542,65,Major Market,East,46,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,30,70,30,100,76,Regular,10,-0.12903225806451613
682,72,32,2013-10-19,-868,110,Major Market,South,23,Beans,Espresso,Caffe Latte,82,194,Texas,40,70,50,110,55,Regular,10,0.422680412371134
772,48,8,2013-10-20,851,70,Major Market,East,13,Leaves,Tea,Green Tea,68,126,Florida,50,70,60,120,24,Regular,10,0.5396825396825397
225,60,16,2013-10-21,329,99,Small Market,South,18,Beans,Espresso,Caffe Mocha,86,169,Louisiana,30,70,70,100,41,Regular,10,0.5088757396449705
541,52,-20,2013-10-22,405,71,Small Market,West,17,Beans,Espresso,Caffe Mocha,40,131,Oregon,30,70,60,100,44,Regular,10,0.3053435114503817
425,56,-26,2013-10-23,385,70,Small Market,West,21,Beans,Espresso,Caffe Mocha,24,134,Washington,40,70,50,110,54,Regular,10,0.1791044776119403
580,56,-26,2013-10-24,385,70,Small Market,South,21,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,40,70,50,110,54,Decaf,10,0.1791044776119403
435,45,-26,2013-10-25,447,69,Small Market,West,14,Leaves,Herbal Tea,Lemon,34,121,Utah,20,70,60,90,46,Decaf,10,0.2809917355371901
614,52,-14,2013-10-26,509,73,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,50,70,10,120,76,Decaf,10,-0.03007518796992481
234,46,7,2013-10-27,424,68,Major Market,Central,14,Beans,Coffee,Colombian,47,121,Ohio,40,70,40,110,36,Regular,10,0.3884297520661157
970,52,-16,2013-10-28,509,73,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-6,133,Colorado,40,70,10,110,77,Decaf,10,-0.045112781954887216
970,59,7,2013-10-29,411,79,Major Market,Central,19,Leaves,Herbal Tea,Mint,47,147,Colorado,50,70,40,120,47,Decaf,10,0.3197278911564626
936,59,7,2013-10-30,411,79,Major Market,South,19,Leaves,Herbal Tea,Chamomile,47,147,Texas,50,70,40,120,47,Decaf,10,0.3197278911564626
914,50,20,2013-10-31,589,73,Major Market,East,14,Leaves,Tea,Green Tea,70,131,New York,50,70,50,120,26,Regular,10,0.5343511450381679
203,53,-1,2013-11-01,380,71,Small Market,East,17,Beans,Espresso,Decaf Espresso,39,132,Connecticut,50,70,40,120,45,Decaf,11,0.29545454545454547
435,54,27,2013-11-02,885,78,Small Market,West,15,Beans,Espresso,Decaf Espresso,77,141,Utah,50,70,50,120,26,Decaf,11,0.5460992907801419
505,43,0,2013-11-03,452,66,Small Market,South,14,Beans,Coffee,Colombian,30,116,New Mexico,50,70,30,120,46,Regular,11,0.25862068965517243
318,61,-9,2013-11-04,-906,86,Small Market,South,55,Beans,Espresso,Caffe Latte,1,157,Louisiana,40,70,10,110,85,Regular,11,0.006369426751592357
503,55,-6,2013-11-05,410,69,Small Market,West,20,Beans,Espresso,Caffe Latte,24,132,Oregon,50,70,30,120,53,Regular,11,0.18181818181818182
475,82,26,2013-11-06,601,102,Small Market,East,31,Leaves,Herbal Tea,Lemon,56,196,Connecticut,60,70,30,130,64,Decaf,11,0.2857142857142857
715,61,3,2013-11-07,613,86,Small Market,Central,55,Leaves,Tea,Earl Grey,3,157,Wisconsin,50,70,0,120,84,Regular,11,0.01910828025477707
509,53,23,2013-11-08,321,88,Small Market,West,16,Leaves,Tea,Darjeeling,73,150,Washington,30,70,50,100,39,Regular,11,0.4866666666666667
513,47,-19,2013-11-09,521,65,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-9,119,Ohio,40,70,10,110,71,Decaf,11,-0.07563025210084033
234,54,3,2013-11-10,424,73,Major Market,Central,17,Beans,Coffee,Amaretto,43,135,Ohio,50,70,40,120,44,Regular,11,0.31851851851851853
361,67,40,2013-11-11,-1239,101,Major Market,South,22,Beans,Espresso,Caffe Latte,70,179,Texas,50,70,30,120,54,Regular,11,0.39106145251396646
630,54,29,2013-11-12,601,79,Major Market,Central,15,Leaves,Tea,Darjeeling,79,142,Illinois,40,70,50,110,26,Regular,11,0.5563380281690141
636,63,13,2013-11-13,1075,76,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,60,70,40,130,40,Decaf,11,0.3581081081081081
203,49,-9,2013-11-14,392,65,Small Market,East,16,Beans,Espresso,Decaf Espresso,31,121,Connecticut,40,70,40,110,44,Decaf,11,0.256198347107438
435,50,20,2013-11-15,898,73,Small Market,West,14,Beans,Espresso,Decaf Espresso,70,131,Utah,40,70,50,110,26,Decaf,11,0.5343511450381679
603,52,5,2013-11-16,327,75,Small Market,East,16,Beans,Coffee,Amaretto,55,135,New Hampshire,40,70,50,110,38,Regular,11,0.4074074074074074
203,55,-13,2013-11-17,627,76,Small Market,East,49,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,50,70,10,120,78,Regular,11,-0.02142857142857143
603,49,-16,2013-11-18,335,69,Small Market,East,44,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,40,70,10,110,73,Regular,11,-0.047619047619047616
541,41,-19,2013-11-19,482,57,Small Market,West,13,Beans,Coffee,Colombian,1,104,Oregon,40,70,20,110,56,Regular,11,0.009615384615384616
503,54,2,2013-11-20,424,73,Small Market,West,17,Beans,Espresso,Caffe Mocha,42,135,Oregon,50,70,40,120,45,Regular,11,0.3111111111111111
405,65,13,2013-11-21,403,80,Small Market,South,24,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,60,70,20,130,58,Decaf,11,0.2129032258064516
435,52,13,2013-11-22,327,75,Small Market,West,16,Leaves,Herbal Tea,Chamomile,53,135,Utah,40,70,40,110,39,Decaf,11,0.3925925925925926
435,48,2,2013-11-23,462,74,Small Market,West,15,Leaves,Herbal Tea,Lemon,42,130,Utah,40,70,40,110,46,Decaf,11,0.3230769230769231
425,49,18,2013-11-24,845,71,Small Market,West,13,Leaves,Herbal Tea,Lemon,68,128,Washington,40,70,50,110,25,Decaf,11,0.53125
959,50,20,2013-11-25,898,73,Small Market,East,14,Leaves,Tea,Darjeeling,70,131,Connecticut,50,70,50,120,26,Regular,11,0.5343511450381679
937,21,-14,2013-11-26,480,32,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,16,53,Ohio,0,30,30,30,16,Decaf,11,0.3018867924528302
513,27,-10,2013-11-27,859,39,Major Market,Central,7,Leaves,Herbal Tea,Lemon,20,66,Ohio,10,30,30,40,19,Decaf,11,0.30303030303030304
850,56,-4,2013-11-28,385,70,Major Market,East,21,Leaves,Herbal Tea,Lemon,16,126,Florida,30,30,20,60,54,Decaf,11,0.12698412698412698
781,54,-7,2013-11-29,404,66,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,30,30,20,60,53,Decaf,11,0.10833333333333334
413,21,-15,2013-11-30,480,32,Major Market,East,5,Leaves,Tea,Green Tea,15,53,Massachusetts,20,30,30,50,17,Regular,11,0.2830188679245283
505,39,-6,2013-12-01,244,53,Small Market,South,12,Beans,Espresso,Decaf Espresso,14,92,New Mexico,20,30,20,50,39,Decaf,12,0.15217391304347827
702,23,-13,2013-12-02,800,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,10,30,30,40,18,Decaf,12,0.29310344827586204
563,21,-15,2013-12-03,846,31,Small Market,Central,5,Beans,Coffee,Amaretto,15,52,Iowa,10,30,30,40,16,Regular,12,0.28846153846153844
603,25,-22,2013-12-04,209,31,Small Market,East,9,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,10,30,10,40,43,Regular,12,-0.21428571428571427
405,21,-15,2013-12-05,480,32,Small Market,South,5,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,0,30,30,30,17,Regular,12,0.2830188679245283
702,0,2,2013-12-06,430,43,Small Market,West,0,Beans,Espresso,Caffe Latte,32,43,Nevada,0,30,30,30,11,Regular,12,0.7441860465116279
603,34,-23,2013-12-07,240,43,Small Market,East,12,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,10,30,20,40,46,Decaf,12,-0.03896103896103896
505,21,-16,2013-12-08,846,31,Small Market,South,5,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,10,30,30,40,17,Decaf,12,0.2692307692307692
971,25,-13,2013-12-09,820,36,Small Market,West,7,Leaves,Herbal Tea,Chamomile,17,61,Oregon,10,30,30,40,19,Decaf,12,0.2786885245901639
314,34,-13,2013-12-10,240,43,Small Market,Central,12,Leaves,Tea,Green Tea,-3,77,Missouri,10,30,10,40,46,Regular,12,-0.03896103896103896
603,21,-16,2013-12-11,846,31,Small Market,East,5,Leaves,Tea,Darjeeling,14,52,New Hampshire,20,30,30,50,17,Regular,12,0.2692307692307692
435,39,-6,2013-12-12,244,53,Small Market,West,12,Leaves,Tea,Earl Grey,14,92,Utah,10,30,20,40,39,Regular,12,0.15217391304347827
360,46,1,2013-12-13,449,67,Small Market,West,14,Leaves,Tea,Earl Grey,31,113,Washington,20,30,30,50,36,Regular,12,0.2743362831858407
775,22,-3,2013-12-14,802,34,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,56,Nevada,20,30,20,50,17,Decaf,12,0.30357142857142855
505,34,6,2013-12-15,-522,42,Small Market,South,12,Beans,Espresso,Caffe Latte,-4,76,New Mexico,20,30,-10,50,46,Regular,12,-0.05263157894736842
253,22,-9,2013-12-16,570,30,Small Market,West,7,Beans,Espresso,Caffe Latte,11,52,Washington,20,30,20,50,19,Regular,12,0.21153846153846154
603,33,-4,2013-12-17,243,41,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,20,30,0,50,45,Decaf,12,-0.05405405405405406
505,29,-5,2013-12-18,1003,35,Small Market,South,8,Leaves,Herbal Tea,Lemon,5,64,New Mexico,20,30,10,50,30,Decaf,12,0.078125
503,25,-1,2013-12-19,823,38,Small Market,West,7,Leaves,Herbal Tea,Chamomile,19,63,Oregon,20,30,20,50,19,Decaf,12,0.30158730158730157
603,15,-12,2013-12-20,848,24,Small Market,East,4,Leaves,Tea,Darjeeling,8,39,New Hampshire,10,30,20,40,16,Regular,12,0.20512820512820512
541,32,-2,2013-12-21,482,48,Small Market,West,8,Leaves,Tea,Darjeeling,28,80,Oregon,20,30,30,50,20,Regular,12,0.35
435,35,-1,2013-12-22,248,47,Small Market,West,11,Leaves,Tea,Earl Grey,9,82,Utah,20,30,10,50,38,Regular,12,0.10975609756097561
801,34,-3,2013-12-23,211,42,Small Market,West,12,Leaves,Tea,Green Tea,-3,76,Utah,20,30,0,50,45,Regular,12,-0.039473684210526314
772,24,-8,2013-12-24,567,32,Major Market,East,7,Leaves,Herbal Tea,Chamomile,12,56,Florida,10,30,20,40,20,Decaf,12,0.21428571428571427
505,38,12,2013-12-25,256,51,Small Market,South,12,Beans,Espresso,Decaf Espresso,12,89,New Mexico,30,30,0,60,39,Decaf,12,0.1348314606741573
702,23,-3,2013-12-26,807,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,20,30,20,50,18,Decaf,12,0.29310344827586204
641,16,-10,2013-12-27,851,25,Small Market,Central,4,Beans,Coffee,Amaretto,10,41,Iowa,10,30,20,40,15,Regular,12,0.24390243902439024
563,31,-2,2013-12-28,1009,38,Small Market,Central,9,Beans,Coffee,Colombian,8,69,Iowa,30,30,10,60,30,Regular,12,0.11594202898550725
603,20,-16,2013-12-29,218,25,Small Market,East,7,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,10,30,0,40,41,Regular,12,-0.35555555555555557
580,29,4,2013-12-30,490,44,Small Market,South,8,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20,30,20,50,20,Regular,12,0.3287671232876712
253,24,-7,2013-12-31,567,32,Small Market,West,7,Beans,Espresso,Caffe Latte,13,56,Washington,20,30,20,50,19,Regular,12,0.23214285714285715
541,24,-1,2014-01-01,829,36,Small Market,West,6,Leaves,Herbal Tea,Chamomile,19,60,Oregon,20,30,20,50,17,Decaf,1,0.31666666666666665
603,16,-10,2014-01-02,851,25,Small Market,East,4,Leaves,Tea,Darjeeling,10,41,New Hampshire,10,30,20,40,15,Regular,1,0.24390243902439024
971,29,-5,2014-01-03,490,44,Small Market,West,8,Leaves,Tea,Darjeeling,25,73,Oregon,20,30,30,50,19,Regular,1,0.3424657534246575
937,21,-6,2014-01-04,480,32,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,24,56,Ohio,0,30,30,30,16,Decaf,1,0.42857142857142855
937,27,0,2014-01-05,859,39,Major Market,Central,7,Leaves,Herbal Tea,Lemon,30,70,Ohio,10,30,30,40,19,Decaf,1,0.42857142857142855
786,56,4,2014-01-06,385,70,Major Market,East,21,Leaves,Herbal Tea,Lemon,24,134,Florida,30,30,20,60,54,Decaf,1,0.1791044776119403
339,54,-1,2014-01-07,404,66,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,30,30,20,60,53,Decaf,1,0.1484375
781,21,-8,2014-01-08,480,32,Major Market,East,5,Leaves,Tea,Green Tea,22,56,Massachusetts,20,30,30,50,17,Regular,1,0.39285714285714285
505,39,1,2014-01-09,244,53,Small Market,South,12,Beans,Espresso,Decaf Espresso,21,98,New Mexico,20,30,20,50,39,Decaf,1,0.21428571428571427
775,23,-5,2014-01-10,800,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,10,30,30,40,18,Decaf,1,0.4032258064516129
515,21,-8,2014-01-11,846,31,Small Market,Central,5,Beans,Coffee,Amaretto,22,55,Iowa,10,30,30,40,16,Regular,1,0.4
603,25,-28,2014-01-12,209,31,Small Market,East,9,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,10,30,10,40,43,Regular,1,-0.3
580,21,-8,2014-01-13,480,32,Small Market,South,5,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,0,30,30,30,17,Regular,1,0.39285714285714285
702,0,17,2014-01-14,430,43,Small Market,West,0,Beans,Espresso,Caffe Latte,47,46,Nevada,0,30,30,30,11,Regular,1,1.0217391304347827
603,34,-24,2014-01-15,240,43,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,10,30,20,40,46,Decaf,1,-0.04878048780487805
505,21,-9,2014-01-16,846,31,Small Market,South,5,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,10,30,30,40,17,Decaf,1,0.38181818181818183
971,25,-5,2014-01-17,820,36,Small Market,West,7,Leaves,Herbal Tea,Chamomile,25,65,Oregon,10,30,30,40,19,Decaf,1,0.38461538461538464
314,34,-14,2014-01-18,240,43,Small Market,Central,12,Leaves,Tea,Green Tea,-4,82,Missouri,10,30,10,40,46,Regular,1,-0.04878048780487805
603,21,-9,2014-01-19,846,31,Small Market,East,5,Leaves,Tea,Darjeeling,21,55,New Hampshire,20,30,30,50,17,Regular,1,0.38181818181818183
435,39,1,2014-01-20,244,53,Small Market,West,12,Leaves,Tea,Earl Grey,21,98,Utah,10,30,20,40,39,Regular,1,0.21428571428571427
509,46,16,2014-01-21,449,67,Small Market,West,14,Leaves,Tea,Earl Grey,46,120,Washington,20,30,30,50,36,Regular,1,0.38333333333333336
775,22,5,2014-01-22,802,34,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,60,Nevada,20,30,20,50,17,Decaf,1,0.4166666666666667
505,34,4,2014-01-23,-522,42,Small Market,South,12,Beans,Espresso,Caffe Latte,-6,81,New Mexico,20,30,-10,50,46,Regular,1,-0.07407407407407407
425,22,-4,2014-01-24,570,30,Small Market,West,7,Beans,Espresso,Caffe Latte,16,55,Washington,20,30,20,50,19,Regular,1,0.2909090909090909
603,33,-6,2014-01-25,243,41,Small Market,East,12,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,20,30,0,50,45,Decaf,1,-0.0759493670886076
505,29,-3,2014-01-26,1003,35,Small Market,South,8,Leaves,Herbal Tea,Lemon,7,68,New Mexico,20,30,10,50,30,Decaf,1,0.10294117647058823
541,25,8,2014-01-27,823,38,Small Market,West,7,Leaves,Herbal Tea,Chamomile,28,67,Oregon,20,30,20,50,19,Decaf,1,0.417910447761194
603,15,-8,2014-01-28,848,24,Small Market,East,4,Leaves,Tea,Darjeeling,12,42,New Hampshire,10,30,20,40,16,Regular,1,0.2857142857142857
503,32,12,2014-01-29,482,48,Small Market,West,8,Leaves,Tea,Darjeeling,42,85,Oregon,20,30,30,50,20,Regular,1,0.49411764705882355
435,35,3,2014-01-30,248,47,Small Market,West,11,Leaves,Tea,Earl Grey,13,87,Utah,20,30,10,50,38,Regular,1,0.14942528735632185
435,34,-4,2014-01-31,211,42,Small Market,West,12,Leaves,Tea,Green Tea,-4,81,Utah,20,30,0,50,45,Regular,1,-0.04938271604938271
904,24,-2,2014-02-01,567,32,Major Market,East,7,Leaves,Herbal Tea,Chamomile,18,60,Florida,10,30,20,40,20,Decaf,2,0.3
505,38,18,2014-02-02,256,51,Small Market,South,12,Beans,Espresso,Decaf Espresso,18,95,New Mexico,30,30,0,60,39,Decaf,2,0.18947368421052632
775,23,5,2014-02-03,807,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,20,30,20,50,18,Decaf,2,0.4032258064516129
563,16,-5,2014-02-04,851,25,Small Market,Central,4,Beans,Coffee,Amaretto,15,44,Iowa,10,30,20,40,15,Regular,2,0.3409090909090909
641,31,2,2014-02-05,1009,38,Small Market,Central,9,Beans,Coffee,Colombian,12,74,Iowa,30,30,10,60,30,Regular,2,0.16216216216216217
603,20,-24,2014-02-06,218,25,Small Market,East,7,Beans,Espresso,Regular Espresso,-24,48,New Hampshire,10,30,0,40,41,Regular,2,-0.5
580,29,16,2014-02-07,490,44,Small Market,South,8,Beans,Espresso,Caffe Mocha,36,78,Oklahoma,20,30,20,50,20,Regular,2,0.46153846153846156
206,24,-1,2014-02-08,567,32,Small Market,West,7,Beans,Espresso,Caffe Latte,19,60,Washington,20,30,20,50,19,Regular,2,0.31666666666666665
503,24,8,2014-02-09,829,36,Small Market,West,6,Leaves,Herbal Tea,Chamomile,28,64,Oregon,20,30,20,50,17,Decaf,2,0.4375
603,16,-5,2014-02-10,851,25,Small Market,East,4,Leaves,Tea,Darjeeling,15,44,New Hampshire,10,30,20,40,15,Regular,2,0.3409090909090909
541,29,7,2014-02-11,490,44,Small Market,West,8,Leaves,Tea,Darjeeling,37,78,Oregon,20,30,30,50,19,Regular,2,0.47435897435897434
915,76,-2,2014-02-12,580,111,Major Market,South,21,Beans,Espresso,Decaf Espresso,78,187,Texas,40,80,80,120,33,Decaf,2,0.41711229946524064
713,52,-44,2014-02-13,405,71,Major Market,South,17,Leaves,Herbal Tea,Chamomile,26,123,Texas,30,80,70,110,45,Decaf,2,0.21138211382113822
217,76,-2,2014-02-14,580,111,Major Market,Central,21,Leaves,Tea,Darjeeling,78,187,Illinois,50,80,80,130,33,Regular,2,0.41711229946524064
847,72,5,2014-02-15,650,110,Major Market,Central,23,Leaves,Tea,Earl Grey,55,182,Illinois,50,80,50,130,55,Regular,2,0.3021978021978022
660,65,-35,2014-02-16,1053,77,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,50,80,70,130,42,Decaf,2,0.24647887323943662
660,32,-52,2014-02-17,833,47,Small Market,Central,8,Beans,Espresso,Decaf Espresso,28,79,Missouri,30,80,80,110,19,Decaf,2,0.35443037974683544
405,82,5,2014-02-18,788,123,Small Market,South,27,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,50,80,60,130,58,Decaf,2,0.3170731707317073
715,56,-35,2014-02-19,385,70,Small Market,Central,21,Beans,Coffee,Amaretto,15,126,Wisconsin,40,80,50,120,55,Regular,2,0.11904761904761904
405,91,6,2014-02-20,-1785,127,Small Market,South,28,Beans,Espresso,Caffe Latte,76,218,Oklahoma,50,80,70,130,51,Regular,2,0.3486238532110092
414,60,-23,2014-02-21,329,99,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,40,80,80,120,42,Decaf,2,0.3584905660377358
419,55,-24,2014-02-22,410,69,Major Market,Central,20,Beans,Espresso,Decaf Espresso,16,124,Ohio,70,80,40,150,53,Decaf,2,0.12903225806451613
330,59,-17,2014-02-23,411,79,Major Market,Central,19,Beans,Coffee,Amaretto,33,138,Ohio,50,80,50,130,46,Regular,2,0.2391304347826087
650,75,19,2014-02-24,659,114,Major Market,West,24,Leaves,Tea,Green Tea,59,189,California,50,80,40,130,55,Regular,2,0.31216931216931215
314,69,-2,2014-02-25,1060,81,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,60,80,40,140,43,Decaf,2,0.25333333333333335
503,46,-18,2014-02-26,424,68,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,32,114,Oregon,50,80,50,130,36,Decaf,2,0.2807017543859649
206,75,5,2014-02-27,1063,89,Small Market,West,23,Beans,Espresso,Decaf Espresso,45,164,Washington,70,80,40,150,44,Decaf,2,0.27439024390243905
203,61,-8,2014-02-28,613,86,Small Market,East,55,Beans,Espresso,Caffe Mocha,2,147,Connecticut,60,80,10,140,84,Regular,2,0.013605442176870748
225,47,-16,2014-03-01,834,68,Small Market,South,13,Beans,Coffee,Colombian,44,115,Louisiana,50,80,60,130,24,Regular,3,0.3826086956521739
541,52,-14,2014-03-02,509,73,Small Market,West,47,Beans,Coffee,Amaretto,-4,125,Oregon,60,80,10,140,77,Regular,3,-0.032
435,53,-23,2014-03-03,380,71,Small Market,West,17,Beans,Coffee,Colombian,27,124,Utah,60,80,50,140,44,Regular,3,0.21774193548387097
503,59,-17,2014-03-04,411,79,Small Market,West,19,Beans,Espresso,Caffe Mocha,33,138,Oregon,50,80,50,130,46,Regular,3,0.2391304347826087
920,53,-2,2014-03-05,321,88,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,48,141,Wisconsin,50,80,50,130,40,Decaf,3,0.3404255319148936
959,54,-9,2014-03-06,885,78,Small Market,East,15,Leaves,Tea,Darjeeling,51,132,Connecticut,50,80,60,130,27,Regular,3,0.38636363636363635
740,46,-34,2014-03-07,422,57,Major Market,Central,17,Beans,Espresso,Decaf Espresso,6,103,Ohio,50,80,40,130,51,Decaf,3,0.05825242718446602
630,67,7,2014-03-08,677,101,Major Market,Central,22,Leaves,Tea,Earl Grey,47,168,Illinois,50,80,40,130,54,Regular,3,0.27976190476190477
518,54,-8,2014-03-09,601,79,Major Market,East,15,Leaves,Tea,Green Tea,52,133,New York,50,80,60,130,27,Regular,3,0.39097744360902253
